ligand,ID,CAN SMILES,SMILES,P in rings,diff R,Formula:Formula,MolWt:MWt,AtomCount:nAtom,RotatableBondsCount:nRotB,Virtual,Chiral,diast,diast,PH,PB,PC,PN,PO,PF,PSi,PS,PC3,PAr3,CPN,CPO,P[N]3,P(OR)3,Phosphoramidite,PON2,PXY,,rkey,[Fe],Buchwald 1,Buchwald 2,PPhR2,Cy2PR,Cy checked?,Pkey,WuPhos,CAS PR3,COM,sigma_and_strem
PPhAd2,00000771,C1C2CC3CC1CC(C2)(C3)P(C12CC3CC(C2)CC(C1)C3)c1ccccc1,P(C1=CC=CC=C1)(C23C[C@H]4C[C@@H](C3)C[C@@H](C2)C4)C56C[C@H]7C[C@@H](C6)C[C@@H](C5)C7,0,2,C26H35P,379,62,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,554432-00-7,0,#REF!
TMS Phosphorinane,00000772,C[Si](C)(C)P1CCCCC1,C[Si](C)(C)P1CCCCC1,1,2,C8H19PSi,174,29,1,,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,,7,,88471-60-7,1,#REF!
PCy2DMPS,00000773,C[Si](C)(c1ccccc1)P(C1CCCCC1)C1CCCCC1,C[Si](C)(C1=CC=CC=C1)P(C2CCCCC2)C3CCCCC3,0,2,C20H33PSi,333,55,4,,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0.5,7,,950922-31-3,1,#REF!
P(p-OMe-C6H4)t Bu2,00000774,COc1ccc(P(C(C)(C)C)C(C)(C)C)cc1,CC(P(C(C)(C)C)C1=CC=C(OC)C=C1)(C)C,0,2,C15H25OP,252,42,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1527485-25-1,0,#REF!
P(p-Me-C6H4)t Bu2,00000775,Cc1ccc(P(C(C)(C)C)C(C)(C)C)cc1,CC(P(C(C)(C)C)C1=CC=C(C)C=C1)(C)C,0,2,C15H25P,236,41,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,19966-91-7,1,#REF!
P(p-Cl-C6H4)t Bu2,00000776,CC(C)(C)P(c1ccc(Cl)cc1)C(C)(C)C,CC(P(C(C)(C)C)C1=CC=C(Cl)C=C1)(C)C,0,2,C14H22ClP,257,38,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,2143022-25-5,0,#REF!
P(4OMePh)(4CF3Ph)2,00000777,COc1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,COC(C=C1)=CC=C1P(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(F)(F)F)C=C3,0,2,C21H15F6OP,428,44,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,919765-85-8,1,#REF!
2-(diphenylphosphaneyl)-1-phenyl-1H-pyrrole,00000778,c1ccc(-n2cccc2P(c2ccccc2)c2ccccc2)cc1,N1(C2=CC=CC=C2)C=CC=C1P(C3=CC=CC=C3)C4=CC=CC=C4,0,2,C22H18NP,327,42,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,672937-59-6,0,#REF!
2-(diadamantan-1-yl)phosphaneyl)-1-phenyl-1H-pyrrole,00000779,c1ccc(cc1)n1cccc1P(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3,N1(C2=CC=CC=C2)C=CC=C1P(C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)C67C[C@H]8C[C@H](C[C@H](C8)C7)C6,0,2,C30H38NP,444,70,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,672937-62-1,0,#REF!
2-(dicyclohexylphosphaneyl)-1-(naphthalen-1-yl)-1H-pyrrole,00000780,c1ccc2c(-n3cccc3P(C3CCCCC3)C3CCCCC3)cccc2c1,N1(C2=CC=CC3=C2C=CC=C3)C=CC=C1P(C4CCCCC4)C5CCCCC5,0,2,C26H32NP,390,60,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,672937-64-3,0,#REF!
2-(di-tert-butylphosphaneyl)-1-(naphthalen-1-yl)-1H-pyrrole,00000781,CC(C)(C)P(c1cccn1-c1cccc2ccccc12)C(C)(C)C,CC(C)(C)P(C(C)(C)C)C1=CC=CN1C2=CC=CC3=C2C=CC=C3,0,2,C22H28NP,337,52,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,740815-42-3,0,#REF!
PCy2Py,00000782,c1ccc(P(C2CCCCC2)C2CCCCC2)nc1,P(C1CCCCC1)(C2=CC=CC=N2)C3CCCCC3,0,2,C17H26NP,275,45,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,959264-38-1,0,#REF!
2-(Di-1-adamantylphosphino)-N-phenylindole,00000783,c1ccc(cc1)n1c2ccccc2cc1P(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3,C1(C=CC=C2)=C2N(C3=CC=CC=C3)C(P(C45C[C@H]6C[C@H](C[C@H](C6)C5)C4)C78C[C@H]9C[C@H](C[C@H](C9)C8)C7)=C1,0,2,C34H40NP,494,76,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,740815-38-7,0,#REF!
1-butyl-2-(dicyclohexylphosphaneyl)-1H-pyrrole,00000784,CCCCn1cccc1P(C1CCCCC1)C1CCCCC1,CCCCN1C=CC=C1P(C2CCCCC2)C3CCCCC3,0,2,C20H34NP,319,56,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1257847-62-3,0,#REF!
(R)-MonoPhos,00000785,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(P(OC1=CC=C(C=CC=C2)C2=[C@]13)OC4=[C@]3C(C=CC=C5)=C5C=C4)C,1,2,C22H18NO2P,359,44,1,,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,"157488-65-8 (R), 185449-80-3 (S), 345967-22-8 (no stereo)",1,1
(R) P(OMe)2 OMe-MOP,00000786,COc1ccc2ccccc2c1-c1c(P(OC)OC)ccc2ccccc12,COc1c(c2c3ccccc3ccc2P(OC)OC)c4ccccc4cc1,0,2,C23H21O3P,376,48,5,,1,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,,1,,16737374-48-1 ®,0,#REF!
(R) P(CH2)2 OMe-MOP,00000787,COc1ccc2ccccc2c1-c1c(P2CC2)ccc2ccccc12,COc1c(c2c3ccccc3ccc2P4CC4)c5ccccc5cc1,1,2,C23H19OP,342,44,3,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1319734-89-8 ®,0,#REF!
(R) PMe2 OMe-MOP,00000788,COc1ccc2ccccc2c1-c1c(P(C)C)ccc2ccccc12,CP(c1ccc2ccccc2c1c3c(OC)ccc4ccccc34)C,0,2,C23H21OP,344,46,3,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"1000816-87-4 (R), 283602-80-2 (no stereo)",0,#REF!
(R) P(NMe2)2 OMe-MOP,00000789,COc1ccc2ccccc2c1-c1c(P(N(C)C)N(C)C)ccc2ccccc12,COc1c(c2c3ccccc3ccc2P(N(C)C)N(C)C)c4ccccc4cc1,0,2,C25H27N2OP,402,56,5,,1,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,,6,,"1637374-46-9 (R),",0,#REF!
PCy2(8Mes-2Nap),00000790,Cc1cc(C)c(-c2cccc3ccc(P(C4CCCCC4)C4CCCCC4)cc23)c(C)c1,CC1=CC(C)=CC(C)=C1C2=C3C=C(C=CC3=CC=C2)P(C4CCCCC4)C5CCCCC5,0,2,C31H39P,443,71,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,not on scifinder,0,#REF!
PCy2(8TRIP-2Nap),00000791,CC(C)c1cc(C(C)C)c(-c2cccc3ccc(P(C4CCCCC4)C4CCCCC4)cc23)c(C(C)C)c1,CC(C)C1=C(C2=C3C=C(C=CC3=CC=C2)P(C4CCCCC4)C5CCCCC5)C(C(C)C)=CC(C(C)C)=C1,0,2,C37H51P,527,89,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,not on scifinder,0,#REF!
PCyp2(8Mes-2Nap),00000792,Cc1cc(C)c(-c2cccc3ccc(P(C4CCCC4)C4CCCC4)cc23)c(C)c1,CC1=CC(C)=CC(C)=C1C2=C3C=C(C=CC3=CC=C2)P(C4CCCC4)C5CCCC5,0,2,C29H35P,415,65,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
PCyp2(8TRIP-2Nap),00000793,CC(C)c1cc(C(C)C)c(-c2cccc3ccc(P(C4CCCC4)C4CCCC4)cc23)c(C(C)C)c1,CC(C)C1=C(C2=C3C=C(C=CC3=CC=C2)P(C4CCCC4)C5CCCC5)C(C(C)C)=CC(C(C)C)=C1,0,2,C35H47P,499,83,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
PCy(8Mes-2Nap)2,00000794,Cc1cc(C)c(-c2cccc3ccc(P(c4ccc5cccc(-c6c(C)cc(C)cc6C)c5c4)C4CCCCC4)cc23)c(C)c1,CC1=CC(C)=CC(C)=C1C2=C3C=C(C=CC3=CC=C2)P(C(C=CC4=CC=C5)=CC4=C5C6=C(C)C=C(C)C=C6C)C7CCCCC7,0,2,C44H45P,605,90,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
"m-MiranPhos, P(3-CO2H-Ph)(3-CF3-Ph)2",00000795,O=C(O)c1cccc(P(c2cccc(C(F)(F)F)c2)c2cccc(C(F)(F)F)c2)c1,FC(C1=CC(P(C2=CC=CC(C(O)=O)=C2)C3=CC=CC(C(F)(F)F)=C3)=CC=C1)(F)F,0,2,C21H13F6O2P,442,43,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1808959-38-7,1,1
"m-Miran2Phos, P(3-CO2H-Ph)2(3-CF3-Ph)",00000796,O=C(O)c1cccc(P(c2cccc(C(=O)O)c2)c2cccc(C(F)(F)F)c2)c1,O=C(O)C1=CC(P(C2=CC=CC(C(F)(F)F)=C2)C3=CC=CC(C(O)=O)=C3)=CC=C1,0,2,C21H14F3O4P,418,43,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1808959-39-8,1,1
"p-MiranPhos, P(4-CO2H-Ph)(4-CF3-Ph)2",00000797,O=C(O)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,O=C(C(C=C1)=CC=C1P(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(F)(F)F)C=C3)O,0,2,C21H13F6O2P,442,43,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1808959-36-5,1,1
"p-Miran2Phos, P(4-CO2H-Ph)2(4-CF3-Ph)",00000798,O=C(O)c1ccc(P(c2ccc(C(=O)O)cc2)c2ccc(C(F)(F)F)cc2)cc1,O=C(C(C=C1)=CC=C1P(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(O)=O)C=C3)O,0,2,C21H14F3O4P,418,43,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1808959-37-6,1,1
PPh2(2-CHO-Ph),00000799,O=Cc1ccccc1P(c1ccccc1)c1ccccc1,O=CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,0,2,C19H15OP,290,36,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,50777-76-9,1,1
PMe2nBu,00000800,CCCCP(C)C,CP(CCCC)C,0,2,C6H15P,118,22,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,55482-34-3,0,#REF!
PhQPhos,00000801,c1ccc(P(c2ccccc2)C23C4C5C6C2[Fe]56432789C3(c4ccccc4)C2(c2ccccc2)C7(c2ccccc2)C8(c2ccccc2)C39c2ccccc2)cc1,P(C12C3C4C5C1[Fe]43526789C%10(C%11=CC=CC=C%11)C6(C7(C8(C%109C%12=CC=CC=C%12)C%13=CC=CC=C%13)C%14=CC=CC=C%14)C%15=CC=CC=C%15)(C%16=CC=CC=C%16)C%17=CC=CC=C%17,0,2,C52H39FeP,751,93,8,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,,not on scifinder,0,#REF!
XuPhos,00000802,c1ccc(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,P(OC1=[C@@]2C(C=CC=C3)=C3C=C1)(OC4=CC=C(C=CC=C5)C5=[C@]42)C6=CC=CC=C6,1,2,C26H17O2P,392,46,1,,1,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,"180322-71-8 (S), 278167-97-8 (R), 158154-47-3 (no stereo)",1,#REF!
PMenth(OPh)2,00000803,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1P(Oc1ccccc1)Oc1ccccc1,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(OC2=CC=CC=C2)OC3=CC=CC=C3,0,2,C22H29O2P,356,54,6,,1,1,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,"83021-27-6 (1R-(1a,2b,5a) abs)",0,#REF!
PMenth(OiPr)2,00000804,CC(C)OP(OC(C)C)[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(OC(C)C)OC(C)C,0,2,C16H33O2P,288,52,6,,1,1,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,"83021-26-5 (PR,2S,5R abs)",0,#REF!
(S) P(35Cl2Ph)2 H-MOP,00000805,Clc1cc(Cl)cc(P(c2cc(Cl)cc(Cl)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)c1,Clc1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(Cl)cc(Cl)c6)cc(Cl)c1,0,2,C32H19Cl4P,576,56,4,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,318250-09-8 ®,0,#REF!
(S) P(35CF32Ph)2 H-MOP,00000806,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc(C(F)(F)F)c1,FC(c1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc(C(F)(F)F)c1)(F)F,0,2,C36H19F12P,710,68,8,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"181934-84-9 (S), 820978-68-5 (no stereo), 318250-10-1 (no stereo)",1,#REF!
(S) P(3CF3Ph)2 H-MOP,00000807,FC(F)(F)c1cccc(P(c2cccc(C(F)(F)F)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)c1,FC(c1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(C(F)(F)F)ccc6)ccc1)(F)F,0,2,C34H21F6P,574,62,6,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"181934-89-4 (S), 318250-07-6 (R),",0,#REF!
(S) P(35Me2Ph)2 H-MOP,00000808,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)c1,Cc1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(C)cc(C)c6)cc(C)c1,0,2,C36H31P,495,68,4,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"701935-45-7 (S), 318250-08-7 (R)",0,#REF!
(S) P(4CF3Ph)2 H-MOP,00000809,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,FC(c1ccc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6ccc(C(F)(F)F)cc6)cc1)(F)F,0,2,C34H21F6P,574,62,6,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"181934-90-7 (S), 318250-06-5 (R)",0,#REF!
(S) P(4OMePh)2 H-MOP,00000810,COc1ccc(P(c2ccc(OC)cc2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,COc1ccc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6ccc(OC)cc6)cc1,0,2,C34H27O2P,499,64,6,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"181934-94-1 (S), 318250-05-4 (R),",0,#REF!
(S) P(CH2)2 H-MOP,00000811,c1ccc2c(-c3c(P4CC4)ccc4ccccc34)cccc2c1,P1(c2ccc3ccccc3c2c4cccc5ccccc45)CC1,1,2,C22H17P,312,40,2,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1319734-85-4 (S),0,#REF!
(S) PPh2 2-PhFc,00000812,c1ccc(P(c2ccccc2)C23C4C5C6C2(c2ccccc2)[Fe]56432789C3C2C7C8C39)cc1,C12C3C4C5(C6=CC=CC=C6)C1(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]43529%10%11%12C%13C9C%10C%11C%13%12,0,2,C28H23FeP,446,53,4,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,,"803687-24-3 (no stereo), 257929-66-1 (R),",0,#REF!
(S) PPh2 2-(4OMe-Ph)Fc,00000813,COc1ccc(C23C4C5C6C2(P(c2ccccc2)c2ccccc2)[Fe]54632789C3C2C7C8C39)cc1,COC(C=C1)=CC=C1C23C4C5C6C2(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]45369%10%11%12C%13C9C%10C%11C%13%12,0,2,C29H25FeOP,476,57,5,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,,478703-32-1 (R),0,#REF!
"(S) PPh2 2-(3,5(CF3)2Ph)Fc",00000814,FC(F)(F)c1cc(C(F)(F)F)cc(C23C4C5C6C2(P(c2ccccc2)c2ccccc2)[Fe]54632789C3C2C7C8C39)c1,FC(C1=CC(C23C4C5C6C2(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]45369%10%11%12C%13C9C%10C%11C%13%12)=CC(C(F)(F)F)=C1)(F)F,0,2,C30H21F6FeP,582,59,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,,478703-27-4 (R),0,#REF!
(S) PPh2 2-(2OMe-Ph)Fc,00000815,COc1ccccc1C12C3C4C5C1(P(c1ccccc1)c1ccccc1)[Fe]43521678C2C1C6C7C28,COC1=CC=CC=C1C23C4C5C6C2(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]45369%10%11%12C%13C9C%10C%11C%13%12,0,2,C29H25FeOP,476,57,5,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,,"803687-26-5 (no stereo), 257929-67-2 (R)",0,#REF!
(S) PPh2 2-(1Nap)Fc,00000816,c1ccc(P(c2ccccc2)C23C4C5C6C2(c2cccc7ccccc27)[Fe]56432789C3C2C7C8C39)cc1,C12C3C4C5(C6=CC=CC7=C6C=CC=C7)C1(P(C8=CC=CC=C8)C9=CC=CC=C9)[Fe]4352%10%11%12%13C%14C%10C%11C%12C%14%13,0,2,C32H25FeP,496,59,4,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,,478703-35-4 (R),0,#REF!
(S) PPh2 H-MOP,00000817,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,P(c1ccccc1)(c2ccc3ccccc3c2c4cccc5ccccc45)c6ccccc6,0,2,C32H23P,438,56,4,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"156456-77-8 (S), 264188-44-5 (no stereo), 176850-06-9 (R)",1,#REF!
(S) PMe2 H-MOP,00000818,CP(C)c1ccc2ccccc2c1-c1cccc2ccccc12,CP(c1ccc2ccccc2c1c3cccc4ccccc34)C,0,2,C22H19P,314,42,2,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"1319734-88-7 (S), 283602-81-3 (no stereo)",0,#REF!
(S) P(NMe2)2 H-MOP,00000819,CN(C)P(c1ccc2ccccc2c1-c1cccc2ccccc12)N(C)C,CN(C)P(c1ccc2ccccc2c1c3cccc4ccccc34)N(C)C,0,2,C24H25N2P,372,52,4,,1,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,,6,,1637374-45-8 (no stereo),0,#REF!
"(R,Rb) PBINOL OMe-MOP",00000820,COc1ccc2ccccc2c1-c1c(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12,COC1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@]57)OC8=[C@]7C(C=CC=C9)=C9C=C8,1,2,C41H27O3P,599,72,3,,1,1,821,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,,1,,"1365891-80-0 (R), 1365891-81-1 (S)",0,#REF!
"(R,Sb) PBINOL OMe-MOP",00000821,COc1ccc2ccccc2c1-c1c(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12,COC1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@@]57)OC8=[C@@]7C(C=CC=C9)=C9C=C8,1,2,C41H27O3P,599,72,3,,1,1,820,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,,1,,"1365891-81-1 (S), 1365891-80-0 (R),",0,#REF!
(S) P(OMe)2 H-MOP,00000822,COP(OC)c1ccc2ccccc2c1-c1cccc2ccccc12,COP(c1ccc2ccccc2c1c3cccc4ccccc34)OC,0,2,C22H19O2P,346,44,4,,1,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,,1,,1637374-47-0 (S),0,#REF!
"(S,Rb) PBINOL H-MOP",00000823,c1ccc2c(-c3c(-p4oc5ccc6ccccc6c5c5c(ccc6ccccc65)o4)ccc4ccccc34)cccc2c1,[H]C1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@]57)OC8=[C@]7C(C=CC=C9)=C9C=C8,1,2,C40H25O2P,569,68,2,,1,1,824,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,,1,,"1365891-79-7 (R), 1365891-51-5 (S)",0,#REF!
"(S,Sb) PBINOL H-MOP",00000824,c1ccc2c(-c3c(-p4oc5ccc6ccccc6c5c5c(ccc6ccccc65)o4)ccc4ccccc34)cccc2c1,[H]C1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@@]57)OC8=[C@@]7C(C=CC=C9)=C9C=C8,1,2,C40H25O2P,569,68,2,,1,1,823,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,,1,,"1365891-51-5 (S), 1365891-79-7 (R),",0,#REF!
anti PMes* CH2CHPh,00000825,CC(C)(C)c1cc(C(C)(C)C)c(P2C[C@@H]2c2ccccc2)c(C(C)(C)C)c1,CC(C)(C)C(C=C1C(C)(C)C)=CC(C(C)(C)C)=C1[P@@]2[C@@]([H])(C3=CC=CC=C3)C2,1,2,C26H37P,381,64,5,,1,1,828,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,"2214292-11-0 (SS abs), 99192-69-5 (RR rel), 219809-77-5 (no stereo)",0,#REF!
PMenthEt2,00000826,CCP(CC)[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(CC)CC,0,2,C14H29P,228,44,4,,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,83021-22-1,0,#REF!
PMenthiPr2,00000827,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1P(C(C)C)C(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(C(C)C)C(C)C,0,2,C16H33P,256,50,4,,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,83021-23-2,0,#REF!
syn PMes* CH2CHPh,00000828,CC(C)(C)c1cc(C(C)(C)C)c(P2C[C@@H]2c2ccccc2)c(C(C)(C)C)c1,CC(C)(C)C(C=C1C(C)(C)C)=CC(C(C)(C)C)=C1[P@]2[C@@]([H])(C3=CC=CC=C3)C2,1,2,C26H37P,381,64,5,,1,1,825,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,"2214292-12-1 (1R,2S,abs), 99192-70-8 (1R,2S,rel)",0,#REF!
PMenth(NMe2)2,00000829,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1P(N(C)C)N(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(N(C)C)N(C)C,0,2,C14H31N2P,258,48,4,,1,1,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,83021-28-7,0,#REF!
